lon;lat
-93.957101;44.956555
-93.966084;44.943840
-93.948118;44.924762
-93.930152;44.931122
-93.957101;44.962912
-93.966084;44.950198
-93.930152;44.937482
-93.957101;44.969268
-93.966084;44.956555
-93.939135;44.956555
-93.948118;44.931122
-93.966084;44.962912
-93.930152;44.943840
-93.957101;44.975623
-93.939135;44.962912
-93.966084;44.969268
-93.930152;44.950198
-93.948118;44.937482
-93.957101;44.981977
-93.966084;44.975623
-93.930152;44.956555
-93.939135;44.969268
-93.957101;44.988331
-93.966084;44.981977
-93.930152;44.962912
-93.948118;44.943840
-93.939135;44.975623
-93.966084;44.988331
-93.930152;44.969268
-93.957101;44.994684
-93.966084;44.994684
-93.939135;44.981977
-93.930152;44.975623
-93.948118;44.950198
-93.957101;45.001036
-93.966084;45.001036
-93.930152;44.981977
-93.957101;45.007388
-93.939135;44.988331
-93.966084;45.007388
-93.948118;44.956555
-93.930152;44.988331
-93.966084;45.013739
-93.957101;45.013739
-93.930152;44.994684
-93.966084;45.020089
-93.948118;44.962912
-93.939135;44.994684
-93.930152;45.001036
-93.957101;45.020089
-93.966084;45.026438
-93.930152;45.007388
-93.948118;44.969268
-93.939135;45.001036
-93.957101;45.026438
-93.966084;45.032787
-93.930152;45.013739
-93.957101;45.032787
-93.966084;45.039135
-93.939135;45.007388
-93.930152;45.020089
-93.948118;44.975623
-93.966084;45.045482
-93.957101;45.039135
-93.930152;45.026438
-93.948118;44.981977
-93.966084;45.051829
-93.939135;45.013739
-93.930152;45.032787
-93.948118;44.988331
-93.966084;45.058175
-93.939135;45.020089
-93.957101;45.045482
-93.930152;45.039135
-93.966084;45.064520
-93.939135;45.026438
-93.930152;45.045482
-93.957101;45.051829
-93.948118;44.994684
-93.966084;45.070865
-93.930152;45.051829
-93.957101;45.058175
-93.966084;45.077209
-93.948118;45.001036
-93.939135;45.032787
-93.930152;45.058175
-93.957101;45.064520
-93.966084;45.083552
-93.930152;45.064520
-93.948118;45.007388
-93.966084;45.089894
-93.939135;45.039135
-93.930152;45.070865
-93.948118;45.013739
-93.957101;45.070865
-93.930152;45.077209
-93.966084;45.096236
-93.939135;45.045482
-93.948118;45.020089
-93.930152;45.083552
-93.966084;45.102577
-93.957101;45.077209
-93.939135;45.051829
-93.930152;45.089894
-93.948118;45.026438
-93.966084;45.108917
-93.957101;45.083552
-93.939135;45.058175
-93.966084;45.115257
-93.930152;45.096236
-93.948118;45.032787
-93.939135;45.064520
-93.966084;45.121596
-93.930152;45.102577
-93.957101;45.089894
-93.948118;45.039135
-93.930152;45.108917
-93.966084;45.127934
-93.939135;45.070865
-93.930152;45.115257
-93.948118;45.045482
-93.966084;45.134271
-93.957101;45.096236
-93.939135;45.077209
-93.930152;45.121596
-93.966084;45.140608
-93.957101;45.102577
-93.939135;45.083552
-93.948118;45.051829
-93.966084;45.146944
-93.930152;45.127934
-93.957101;45.108917
-93.939135;45.089894
-93.930152;45.134271
-93.957101;45.115257
-93.966084;45.153280
-93.948118;45.058175
-93.939135;45.096236
-93.957101;45.121596
-93.930152;45.140608
-93.939135;45.102577
-93.948118;45.064520
-93.930152;45.146944
-93.966084;45.159614
-93.957101;45.127934
-93.948118;45.070865
-93.939135;45.108917
-93.930152;45.153280
-93.957101;45.134271
-93.948118;45.077209
-93.939135;45.115257
-93.930152;45.159614
-93.966084;45.165948
-93.939135;45.121596
-93.957101;45.140608
-93.966084;45.172282
